season,race,driver,fp2_mean_lap,fp2_std_lap,fp2_best_lap,fp2_laps_count,best_quali_lap,best_quali_lap_number,best_quali_compound,fp2_deg_slope,dnf
2024,Emilia Romagna Grand Prix,PIA,91.60411538,17.28219329,76.098,26,74.82,14,SOFT,0.197965035,0
2024,Emilia Romagna Grand Prix,RIC,94.83675862,21.69825928,76.967,29,75.674,14,SOFT,2.045879902,0
2024,Emilia Romagna Grand Prix,RUS,98.72562069,23.34804448,76.311,29,75.234,17,SOFT,0.98547588,0
2024,Emilia Romagna Grand Prix,SAI,98.93657692,25.42108367,76.423,26,75.233,19,SOFT,-2.460255495,0
2024,Emilia Romagna Grand Prix,SAR,90.2809,15.67825519,77.848,20,76.731,7,SOFT,2.397406593,0
2024,Emilia Romagna Grand Prix,STR,95.45795652,19.60252168,76.991,23,75.992,14,SOFT,3.507428139,0
2024,Emilia Romagna Grand Prix,TSU,95.37455172,22.57163292,76.286,29,75.358,8,SOFT,-0.41460719,0
2024,Emilia Romagna Grand Prix,VER,99.40889474,24.77573689,76.447,19,74.746,17,SOFT,3.173710606,0
2024,Emilia Romagna Grand Prix,ZHO,94.48424,18.85868584,77.606,25,76.834,8,SOFT,1.083533478,0
2024,Hungarian Grand Prix,ALB,95.42163158,19.36769966,78.514,19,76.429,15,SOFT,2.523314685,1
2024,Hungarian Grand Prix,ALO,96.05126316,19.58274599,78.519,19,76.043,15,SOFT,2.225918182,1
2024,Hungarian Grand Prix,BOT,100.5397273,21.75961124,78.586,22,76.384,18,SOFT,-0.400994048,1
2024,Hungarian Grand Prix,GAS,98.51916667,22.88898454,78.888,18,78.166,5,SOFT,4.825219048,0
2024,Hungarian Grand Prix,HAM,92.91666667,17.86492896,78.363,15,75.854,20,SOFT,3.732290909,1
2024,Hungarian Grand Prix,HUL,96.12794737,19.4032517,78.791,19,76.317,15,SOFT,4.1485,1
2024,Hungarian Grand Prix,LEC,115.3803333,28.29656647,79.286,6,75.891,15,SOFT,,1
2024,Hungarian Grand Prix,MAG,93.43538889,17.83017831,78.315,18,76.548,14,SOFT,2.30991958,1
2024,Hungarian Grand Prix,NOR,94.06828571,18.39079832,77.788,21,75.227,17,SOFT,0.302933333,1
2024,Hungarian Grand Prix,OCO,103.026619,26.8824233,78.754,21,78.049,5,SOFT,4.194591667,1
2024,Hungarian Grand Prix,PER,96.45405882,22.4772679,78.255,17,77.886,2,SOFT,3.9953,1
2024,Hungarian Grand Prix,PIA,98.31966667,20.56276742,78.618,18,75.249,18,SOFT,3.2806,1
2024,Hungarian Grand Prix,RIC,92.2895625,16.76756594,78.371,16,76.202,11,SOFT,2.985354545,1
2024,Hungarian Grand Prix,RUS,91.6252,17.065664,78.294,15,77.968,8,SOFT,0.4720671,1
2024,Hungarian Grand Prix,SAI,91.979,16.53979228,78.185,19,75.696,24,SOFT,1.875159341,1
2024,Hungarian Grand Prix,SAR,96.10277778,19.57369896,78.611,18,76.543,12,SOFT,3.704481818,1
2024,Hungarian Grand Prix,STR,101.9544286,20.60818397,79.179,21,76.075,15,SOFT,2.363865476,1
2024,Hungarian Grand Prix,TSU,97.604,19.90416659,79.606,8,76.121,14,SOFT,,1
2024,Hungarian Grand Prix,VER,92.451625,17.26468879,78.031,16,75.273,20,SOFT,3.463327273,1
2024,Hungarian Grand Prix,ZHO,98.7909,20.54407414,80.067,20,78.037,11,SOFT,2.566994505,1
2024,Italian Grand Prix,ALB,92.59226316,13.63518204,81.592,19,80.299,17,SOFT,2.626816739,0
2024,Italian Grand Prix,ALO,98.56957895,19.73399135,81.316,19,80.421,10,SOFT,1.305233333,0
2024,Italian Grand Prix,BOT,100.4438095,19.71484998,81.461,21,81.101,2,SOFT,0.602627323,0
2024,Italian Grand Prix,COL,107.5903125,28.09789085,81.784,16,81.061,2,SOFT,10.49158214,0
2024,Italian Grand Prix,GAS,106.2410556,23.74969084,81.819,18,80.738,11,SOFT,5.749183333,0
2024,Italian Grand Prix,HAM,93.64435294,21.18240657,80.738,17,79.513,17,SOFT,3.627571429,0
2024,Italian Grand Prix,HUL,100.85235,22.78739531,81.14,20,80.339,17,SOFT,0.734183333,0
2024,Italian Grand Prix,LEC,97.057,23.31615285,80.892,20,79.461,20,SOFT,3.361324176,0
2024,Italian Grand Prix,MAG,103.8198333,26.92799337,81.499,6,80.698,7,SOFT,,0
2024,Italian Grand Prix,NOR,97.70855,21.15354262,80.741,20,79.327,11,SOFT,3.365978022,0
2024,Italian Grand Prix,OCO,102.3220625,20.92153854,81.867,16,80.764,5,SOFT,,0
2024,Italian Grand Prix,PER,94.64590909,15.63222677,81.678,11,80.062,14,SOFT,6.489,0
2024,Italian Grand Prix,PIA,95.92071429,17.27918046,80.858,21,79.436,15,SOFT,0.327045455,0
2024,Italian Grand Prix,RIC,101.0818889,22.5375805,81.3,18,80.479,11,SOFT,1.328071429,0
2024,Italian Grand Prix,RUS,92.23866667,17.33718324,81.086,15,79.44,17,SOFT,0.180535714,0
2024,Italian Grand Prix,SAI,100.210619,23.28640717,80.841,21,79.467,17,SOFT,2.789402907,0
2024,Italian Grand Prix,STR,102.9156364,23.95313502,81.363,22,81.013,2,SOFT,4.77438254,0
2024,Italian Grand Prix,TSU,104.8335,24.67013669,81.735,14,80.945,5,SOFT,9.924457143,0
2024,Italian Grand Prix,VER,96.87073684,19.48854667,81.61,19,79.662,11,SOFT,2.573336264,0
2024,Italian Grand Prix,ZHO,103.4735,24.52029675,82.223,22,81.445,8,SOFT,-0.468431319,0
2024,Japanese Grand Prix,BOT,129.935,19.62362739,116.059,2,89.593,11,SOFT,,1
2024,Japanese Grand Prix,HAM,120.742,22.12817039,95.226,4,88.766,11,SOFT,,1
2024,Japanese Grand Prix,HUL,124.2856667,20.91029625,109.473,3,89.494,11,SOFT,,1
2024,Japanese Grand Prix,LEC,120.6456667,18.97014619,98.76,3,88.786,11,SOFT,,1
2024,Japanese Grand Prix,NOR,121.412,23.2425999,104.977,2,88.489,9,SOFT,,1
2024,Japanese Grand Prix,OCO,119.113,,119.113,1,89.811,5,SOFT,,1
2024,Japanese Grand Prix,PIA,109.2386,19.90336334,94.725,5,88.76,8,SOFT,10.2888,1
2024,Japanese Grand Prix,SAI,130.024,24.6709556,112.579,2,88.682,8,SOFT,,1
2024,Japanese Grand Prix,TSU,118.2918,15.31499957,100.946,5,89.413,17,SOFT,,1
2024,Japanese Grand Prix,ZHO,139.1416667,13.89490267,123.317,3,90.143,5,SOFT,,1
2024,Las Vegas Grand Prix,ALB,104.708,7.182790683,99.629,2,94.425,5,SOFT,,0
2024,Las Vegas Grand Prix,ALO,109.3794762,12.27358643,95.44,21,94.258,5,SOFT,2.003113492,0
2024,Las Vegas Grand Prix,BOT,109.7882917,14.89112053,95.02,24,94.43,7,SOFT,2.859199784,0
2024,Las Vegas Grand Prix,COL,107.8644074,11.44369422,95.868,27,93.746,9,SOFT,0.95769127,0
2024,Las Vegas Grand Prix,GAS,108.127963,12.70816323,94.651,27,92.664,24,SOFT,1.706458314,0
2024,Las Vegas Grand Prix,HAM,111.9476,17.64114469,93.825,20,92.567,17,SOFT,2.363616667,0
2024,Las Vegas Grand Prix,HUL,107.7427368,14.44582983,94.818,19,93.062,16,SOFT,3.648295455,0
2024,Las Vegas Grand Prix,LAW,109.8141,15.96389564,95.671,20,94.087,9,SOFT,1.937624026,0
2024,Las Vegas Grand Prix,LEC,106.7134,13.83041255,94.313,25,92.783,22,SOFT,3.423368687,0
2024,Las Vegas Grand Prix,MAG,111.0412667,16.25287381,94.686,15,93.297,11,SOFT,6.4946,0
2024,Las Vegas Grand Prix,NOR,108.64185,14.47168046,93.836,20,93.008,19,SOFT,0.781257143,0
2024,Las Vegas Grand Prix,OCO,106.4825,11.94399767,95.221,22,93.221,17,SOFT,2.024065296,0
2024,Las Vegas Grand Prix,PER,107.11625,11.8813083,96.055,20,94.155,9,SOFT,0.4915579,0
2024,Las Vegas Grand Prix,PIA,108.7559091,15.078207,94.798,22,93.024,13,SOFT,1.765595238,0
2024,Las Vegas Grand Prix,RUS,106.5433043,14.11411253,94.015,23,92.312,24,SOFT,0.474945238,0
2024,Las Vegas Grand Prix,SAI,108.35312,13.35142322,94.105,25,92.41,23,SOFT,1.033178788,0
2024,Las Vegas Grand Prix,STR,107.8655,12.69578908,95.251,24,94.484,2,SOFT,0.741210317,0
2024,Las Vegas Grand Prix,TSU,111.859,18.56128316,94.997,19,93.029,24,SOFT,3.95629697,0
2024,Las Vegas Grand Prix,VER,108.1000952,14.05786876,95.834,21,92.797,20,SOFT,1.43725,0
2024,Las Vegas Grand Prix,ZHO,112.134,14.54235911,95.765,25,93.566,16,SOFT,2.123386724,0
2024,Mexico City Grand Prix,ALO,88.99758621,12.70491799,78.579,29,77.168,10,SOFT,3.840443651,1
2024,Mexico City Grand Prix,BOT,87.47521429,12.55389641,78.351,28,77.393,8,SOFT,-1.069729167,1
2024,Mexico City Grand Prix,COL,88.54192308,14.43536963,78.908,26,77.558,5,SOFT,0.823333333,1
2024,Mexico City Grand Prix,GAS,87.76815385,12.03068738,78.942,26,76.892,17,SOFT,0.591725,1
2024,Mexico City Grand Prix,HAM,89.76676667,15.31455702,78.279,30,76.651,15,SOFT,-0.677558333,1
2024,Mexico City Grand Prix,HUL,85.97606667,9.896494283,78.621,30,76.995,11,SOFT,0.386686364,1
2024,Mexico City Grand Prix,LAW,87.13695833,12.66827762,78.56,24,77.162,8,SOFT,0.339775,1
2024,Mexico City Grand Prix,LEC,89.80818519,15.07961672,77.887,27,76.265,20,SOFT,0.926535714,1
2024,Mexico City Grand Prix,MAG,87.39126667,12.46745126,78.239,30,76.886,17,SOFT,0.261959091,1
2024,Mexico City Grand Prix,NOR,87.95683871,13.42733236,77.948,31,76.26,14,SOFT,3.153988889,1
2024,Mexico City Grand Prix,OCO,87.16826923,12.66734885,78.656,26,77.617,8,SOFT,0.334575,1
2024,Mexico City Grand Prix,PER,88.14060714,14.02218003,78.392,28,77.611,8,SOFT,0.924312121,1
2024,Mexico City Grand Prix,PIA,87.01692308,13.92605328,77.877,26,77.597,7,SOFT,0.235266667,1
2024,Mexico City Grand Prix,RUS,110.0725,43.88516816,79.041,2,76.356,18,SOFT,,1
2024,Mexico City Grand Prix,SAI,87.49766667,15.81618826,77.699,30,75.946,20,SOFT,0.343672727,1
2024,Mexico City Grand Prix,STR,87.49573333,12.18610494,78.89,30,77.294,11,SOFT,0.742604545,1
2024,Mexico City Grand Prix,VER,92.195,5.601699921,88.234,2,76.171,17,SOFT,,1
2024,Mexico City Grand Prix,ZHO,89.64733333,14.2773101,78.98,33,78.072,8,SOFT,2.293130159,1
2024,Monaco Grand Prix,ALB,85.88391667,14.87231361,72.257,36,70.948,28,SOFT,1.088583949,1
2024,Monaco Grand Prix,ALO,85.74444118,13.87335869,71.753,34,72.019,8,SOFT,1.838404679,1
2024,Monaco Grand Prix,BOT,88.62346429,18.33053114,73.057,28,72.512,10,SOFT,1.637227411,1
2024,Monaco Grand Prix,GAS,87.58225,16.19585864,72.75,32,70.896,21,SOFT,1.37464899,1
2024,Monaco Grand Prix,HAM,86.73035714,15.53443199,71.466,28,70.621,27,SOFT,0.438566667,1
2024,Monaco Grand Prix,LEC,85.80702941,14.9709738,71.278,34,70.27,25,SOFT,0.707883911,1
2024,Monaco Grand Prix,NOR,84.64821875,13.24492083,71.953,32,70.542,26,SOFT,1.040746947,1
2024,Monaco Grand Prix,PIA,85.42615625,15.41493524,72.366,32,70.424,23,SOFT,-0.407952781,1
2024,Monaco Grand Prix,RIC,87.03464706,16.49111149,72.577,34,71.482,20,SOFT,0.607589588,1
2024,Monaco Grand Prix,RUS,89.20376923,16.43847481,72.26,26,70.543,27,SOFT,-0.156572727,1
2024,Monaco Grand Prix,SAI,92.10757576,20.99917104,71.962,33,70.518,27,SOFT,1.365336959,1
2024,Monaco Grand Prix,SAR,82.39741935,9.247279711,72.79,31,72.02,11,SOFT,-0.683134832,1
2024,Monaco Grand Prix,STR,90.41485,17.11695084,72.062,20,71.563,13,SOFT,1.35510303,1
2024,Monaco Grand Prix,TSU,87.07730303,16.54140478,72.349,33,70.858,24,SOFT,0.804713209,1
2024,Monaco Grand Prix,VER,84.70797059,13.85820944,71.813,34,70.567,24,SOFT,1.450681169,1
2024,Monaco Grand Prix,ZHO,89.46531034,17.23288244,73.773,29,73.028,10,SOFT,1.844093681,1
2024,Saudi Arabian Grand Prix,ALB,104.1144167,16.67279238,89.789,24,88.98,15,SOFT,1.473683929,1
2024,Saudi Arabian Grand Prix,ALO,104.18116,16.0660661,88.827,25,87.846,16,SOFT,1.746914652,1
2024,Saudi Arabian Grand Prix,BOT,109.3202174,18.37077152,90.153,23,89.179,7,SOFT,3.013476012,1
2024,Saudi Arabian Grand Prix,GAS,107.0055385,19.411414,89.528,26,89.479,5,SOFT,1.12696287,0
2024,Saudi Arabian Grand Prix,HAM,104.1456429,15.85513934,89.504,14,88.46,23,SOFT,4.302588793,1
2024,Saudi Arabian Grand Prix,HUL,102.3364762,14.30046576,90.077,21,89.055,7,SOFT,0.136039827,1
2024,Saudi Arabian Grand Prix,LEC,102.0491053,15.60677384,89.18,19,87.791,22,SOFT,0.344612984,1
2024,Saudi Arabian Grand Prix,MAG,101.7852632,15.93131917,89.985,19,89.02,13,SOFT,2.519120879,1
2024,Saudi Arabian Grand Prix,NOR,106.6805556,19.41768939,89.758,18,88.132,21,SOFT,1.561821429,1
2024,Saudi Arabian Grand Prix,OCO,108.7885417,21.28233899,89.901,24,89.475,9,SOFT,2.164701299,1
2024,Saudi Arabian Grand Prix,PER,101.2649565,15.4960504,89.3,23,87.807,15,SOFT,0.940535733,1
2024,Saudi Arabian Grand Prix,PIA,104.5734783,14.90122434,89.594,23,88.089,21,SOFT,-1.099369048,1
2024,Saudi Arabian Grand Prix,RIC,106.97775,17.94345532,90.088,24,89.025,8,SOFT,0.964697945,1
2024,Saudi Arabian Grand Prix,RUS,107.5741111,18.45483293,89.057,18,88.316,19,SOFT,-0.217096899,1
2024,Saudi Arabian Grand Prix,SAR,103.2690952,14.97125645,89.934,21,89.526,8,SOFT,-3.277487013,1
2024,Saudi Arabian Grand Prix,STR,105.0941739,17.2489651,89.336,23,88.25,7,SOFT,1.728780519,0
2024,Saudi Arabian Grand Prix,TSU,103.7243043,16.67810085,89.666,23,88.547,17,SOFT,1.272085714,1
2024,Saudi Arabian Grand Prix,VER,105.0303636,19.36441127,89.158,22,87.472,14,SOFT,-0.454340602,1
2024,Saudi Arabian Grand Prix,ZHO,107.4693478,21.18427178,89.777,23,121.101,2,SOFT,2.446354408,1
2024,Singapore Grand Prix,ALB,107.4534737,18.49843108,91.65,19,90.474,11,SOFT,1.035666667,0
2024,Singapore Grand Prix,ALO,107.7886111,18.36055484,91.75,18,90.214,16,SOFT,-0.152478261,0
2024,Singapore Grand Prix,BOT,109.9291,17.32749925,92.786,20,91.572,8,SOFT,2.005268182,0
2024,Singapore Grand Prix,COL,111.285,19.46126902,92.057,22,90.481,11,SOFT,3.219401948,0
2024,Singapore Grand Prix,GAS,103.2414737,15.26400477,92.222,19,91.312,8,SOFT,1.718265734,0
2024,Singapore Grand Prix,HAM,104.4571111,13.32346775,91.709,18,89.841,15,SOFT,2.188436364,0
2024,Singapore Grand Prix,HUL,103.7591053,14.36985966,91.667,19,90.115,17,SOFT,2.625274725,0
2024,Singapore Grand Prix,LEC,107.4488095,18.94880631,90.785,21,89.747,13,SOFT,3.426636364,0
2024,Singapore Grand Prix,MAG,104.0994737,14.49250129,91.793,19,90.653,11,SOFT,1.959236364,0
2024,Singapore Grand Prix,NOR,107.9693182,17.45382746,90.727,22,89.525,15,SOFT,-0.628216667,0
2024,Singapore Grand Prix,OCO,105.5105,15.59334364,92.119,20,90.769,14,SOFT,2.446230769,0
2024,Singapore Grand Prix,PER,108.5326316,18.93977926,91.598,19,90.579,13,SOFT,2.340583333,0
2024,Singapore Grand Prix,PIA,112.798,19.87866951,91.474,22,89.64,11,SOFT,4.158206885,0
2024,Singapore Grand Prix,RIC,106.21205,15.78478916,91.478,20,91.085,5,SOFT,2.669226374,0
2024,Singapore Grand Prix,RUS,99.451125,7.004859017,91.488,16,89.867,16,SOFT,0.388054545,0
2024,Singapore Grand Prix,SAI,104.6151667,13.96290239,91.356,18,90.108,14,SOFT,1.980197794,0
2024,Singapore Grand Prix,STR,105.413125,16.40721314,91.957,16,91.094,5,SOFT,4.308778746,0
2024,Singapore Grand Prix,TSU,105.1754286,14.38547813,91.468,21,90.289,11,SOFT,2.798172173,0
2024,Singapore Grand Prix,VER,107.4361111,17.08050574,92.021,18,89.68,11,SOFT,4.202315152,0
2024,Singapore Grand Prix,ZHO,110.4298,18.8476491,92.359,20,92.054,8,SOFT,0.246741126,0
2024,Spanish Grand Prix,ALB,92.80990323,19.32317101,74.807,31,73.153,5,SOFT,0.576640021,0
2024,Spanish Grand Prix,ALO,92.98852,19.85502303,74.091,25,72.128,11,SOFT,0.784244156,0
2024,Spanish Grand Prix,BOT,93.33733333,20.05705038,73.924,27,72.227,11,SOFT,2.523190231,0
2024,Spanish Grand Prix,GAS,95.37666667,21.81720345,73.443,24,71.857,17,SOFT,-1.120558874,0
2024,Spanish Grand Prix,HAM,91.82757143,26.30844491,73.264,21,71.701,17,SOFT,3.804120879,0
2024,Spanish Grand Prix,HUL,91.23338462,17.73485664,74.053,26,72.31,11,SOFT,1.173165934,0
2024,Spanish Grand Prix,LEC,95.48955556,21.62812171,73.597,18,71.731,11,SOFT,6.407654762,0
2024,Spanish Grand Prix,MAG,92.6692963,22.90525703,74.021,27,72.937,5,SOFT,1.603988091,0
2024,Spanish Grand Prix,NOR,87.53910714,14.70368002,73.319,28,71.383,11,SOFT,1.23421978,0
2024,Spanish Grand Prix,OCO,97.14888889,22.59506859,73.766,27,72.109,11,SOFT,-0.379116606,0
2024,Spanish Grand Prix,PER,92.67742105,22.29869946,74.081,19,72.054,11,SOFT,4.222754545,0
2024,Spanish Grand Prix,PIA,86.89545833,14.48693057,73.622,24,72.011,8,SOFT,3.929070579,0
2024,Spanish Grand Prix,RIC,93.28246154,18.38483687,74.257,26,73.075,8,SOFT,0.502139486,0
2024,Spanish Grand Prix,RUS,99.40844,24.80658534,73.722,25,71.703,15,SOFT,3.576775,0
2024,Spanish Grand Prix,SAI,90.44974074,19.11448727,73.286,27,71.736,11,SOFT,2.448535714,0
2024,Spanish Grand Prix,SAR,89.87951724,14.91446161,75.07,29,73.509,8,SOFT,-0.727169783,0
2024,Spanish Grand Prix,STR,94.35526087,23.1974426,74.402,23,72.372,14,SOFT,5.725832867,0
2024,Spanish Grand Prix,TSU,89.40855556,16.68863264,74.211,27,72.985,8,SOFT,-0.440872724,0
2024,Spanish Grand Prix,VER,89.73980769,18.94465154,73.504,26,71.403,11,SOFT,2.043889069,0
2024,Spanish Grand Prix,ZHO,93.64522222,19.48773428,74.345,18,72.738,14,SOFT,0.179011905,0
